tweetid,lang,Country,hatespeech,sentiment_score_round,category_text,verified,Misinformation,misinformation_source_url
546362165175648256,en,,0,positive,sexism,FALSE,,
572329328664448960,en,United States,1,neutral,none,FALSE,,
466599362081333248,en,,0,neutral,sexism,FALSE,,
564908069126414336,en,,0,neutral,sexism,FALSE,,
571130932305879040,und,,1,neutral,none,FALSE,,
549674742999834560,en,,0,neutral,sexism,FALSE,,
428647157478850560,en,,0,positive,sexism,FALSE,,
573020985974124480,en,United States,1,neutral,none,TRUE,,
564632013966020608,en,United States,1,positive,none,TRUE,,
572354833199439936,en,,0,neutral,sexism,FALSE,,
575948250210942976,en,,1,positive,none,FALSE,,
566638139083476992,en,,0,strongly positive,sexism,FALSE,,
382350622411874304,en,,0,positive,sexism,FALSE,,
575728442898956224,en,United States,1,positive,none,TRUE,,
575969211446534080,en,Bangladesh,1,neutral,none,FALSE,,
570234095508307968,en,,0,positive,sexism,FALSE,,
575596744584511424,en,Australia,1,neutral,none,FALSE,,
563313417508094016,es,,0,neutral,sexism,FALSE,,
416973522364149760,en,,0,neutral,sexism,FALSE,,
398112706722422784,en,,0,negative,sexism,FALSE,,
572329120689864704,en,,0,neutral,sexism,FALSE,,
571499576152231936,en,,0,negative,sexism,FALSE,,
515500962136350720,en,,1,neutral,none,FALSE,,
396088923832610816,en,,0,neutral,sexism,FALSE,,
575682770086817792,en,,0,positive,sexism,TRUE,,
563240804324372480,en,,1,neutral,none,TRUE,,
575634944061394880,en,,1,neutral,none,FALSE,,
572328785925693440,en,,1,negative,none,FALSE,,
575605289317068800,en,Australia,1,positive,none,FALSE,,
547773883651477504,en,,1,negative,none,FALSE,,
570978100042821632,en,,1,neutral,none,TRUE,,
563308869867556864,en,,0,neutral,sexism,FALSE,,
563042679257587712,en,,1,neutral,none,TRUE,,
416973461097967616,en,,0,negative,sexism,FALSE,,
573404295493644224,en,,1,neutral,none,TRUE,,
425484182941216768,en,,1,neutral,none,FALSE,,
439144518265237504,en,,0,neutral,sexism,FALSE,,
563771680397332480,es,,1,neutral,none,TRUE,,
554067736179924992,en,,0,neutral,sexism,FALSE,,
572863931082924032,en,,0,neutral,sexism,FALSE,,
565609604743430080,en,,0,neutral,sexism,FALSE,,
563034427044134912,en,,0,neutral,sexism,FALSE,,
461076562830319616,en,,0,neutral,sexism,FALSE,,
572335482618556416,en,,1,neutral,none,FALSE,,
572331154885357568,en,,1,neutral,none,FALSE,,
396088251326283776,en,,0,neutral,sexism,FALSE,,
415245642995224576,en,,0,neutral,sexism,FALSE,,
543517946589761536,en,,0,neutral,sexism,FALSE,,
575980335751569408,en,,0,neutral,sexism,FALSE,,
575972676516257792,tl,,0,neutral,sexism,FALSE,,
572328670657835008,en,,0,neutral,sexism,FALSE,,
529703145321291776,en,,1,positive,none,FALSE,,
489514889195446336,en,,0,neutral,sexism,FALSE,,
572342736973537280,en,,1,neutral,none,FALSE,,
575607862057123840,en,,1,neutral,none,FALSE,,
527213813037543360,en,,1,neutral,none,FALSE,,
383627997950910464,en,,0,neutral,sexism,FALSE,,
572337985980538880,en,,1,neutral,none,FALSE,,
572337067436351424,en,,0,neutral,sexism,FALSE,,
562763513631109120,en,,1,neutral,none,TRUE,,
575596751224078336,en,,0,negative,sexism,FALSE,,
572336044118429696,en,,1,neutral,none,FALSE,,
469986660722040832,en,,0,neutral,sexism,FALSE,,
575991959191314432,en,,1,negative,none,FALSE,,
564183620990947264,en,,0,neutral,sexism,FALSE,,
420632216406720512,en,,0,neutral,sexism,FALSE,,
575597159904510016,en,,0,neutral,sexism,FALSE,,
572329874351759360,en,,0,neutral,sexism,FALSE,,
572336406053322816,en,,0,neutral,sexism,FALSE,,
575990664476778496,en,,1,neutral,none,FALSE,,
575596979788492800,en,,0,neutral,sexism,FALSE,,
576446999576354816,en,,1,neutral,none,FALSE,,
568212707331018816,en,,1,negative,none,TRUE,,
575643836631900160,en,,0,neutral,sexism,FALSE,,
515673580961411136,en,,0,negative,sexism,FALSE,,
410576547293048832,en,,0,negative,sexism,FALSE,,
425484027538059264,en,,0,positive,sexism,FALSE,,
568860629819195392,en,,1,neutral,none,TRUE,,
523254872171245568,en,,1,neutral,none,FALSE,,
573389271437983680,en,,1,neutral,none,TRUE,,
563808436521938880,en,,1,negative,none,TRUE,,
573954591814873024,en,,1,negative,none,TRUE,,
567090838153347136,en,,1,neutral,none,TRUE,,
575635292935221248,en,,1,neutral,none,FALSE,,
446467160429170624,en,,0,neutral,sexism,FALSE,,
524684792483549184,en,,0,negative,sexism,FALSE,,
569901101165621248,en,,1,neutral,none,TRUE,,
575604758511222784,en,,1,neutral,none,FALSE,,
527604653044006912,en,,1,neutral,none,FALSE,,
575596947534274560,en,,0,neutral,sexism,FALSE,,
563567281348026368,en,,0,neutral,sexism,FALSE,,
575615296846725120,en,,1,negative,none,FALSE,,
414469654107525120,en,,0,neutral,sexism,FALSE,,
566807288380284864,en,,1,negative,none,TRUE,,
563594992900657216,en,,0,neutral,sexism,FALSE,,
563591268815888384,en,,0,neutral,sexism,FALSE,,
575959169661939712,tr,,1,neutral,none,FALSE,,
572343186502230016,en,,1,neutral,none,FALSE,,
427959480089710592,en,,0,neutral,sexism,FALSE,,
572327485913759680,en,,1,positive,none,FALSE,,
576516340195815424,en,,1,positive,none,TRUE,,
490551528298909696,en,,0,neutral,sexism,FALSE,,
568058584413687808,en,,0,neutral,sexism,FALSE,,
419586276057038848,en,,0,neutral,sexism,FALSE,,
414469837209882560,en,,0,positive,sexism,FALSE,,
564448879593414656,en,,0,neutral,sexism,FALSE,,
572333302750699520,en,,1,positive,none,FALSE,,
572249928463851520,en,,0,neutral,sexism,FALSE,,
433409814874427392,en,,0,negative,sexism,FALSE,,
572345016275771392,en,,0,negative,sexism,FALSE,,
575643715869351936,en,,1,positive,none,FALSE,,
572340453976088576,en,,1,neutral,none,FALSE,,
563320019141267456,en,,0,neutral,sexism,FALSE,,
446465791337037760,en,,0,neutral,sexism,FALSE,,
562878414378766336,en,,1,neutral,none,TRUE,,
562827090811445248,en,,0,neutral,sexism,FALSE,,
570232796511387648,en,,0,neutral,sexism,FALSE,,
562307702853238784,en,,0,neutral,sexism,FALSE,,
414241877584777216,en,,0,neutral,sexism,FALSE,,
575950729602473984,en,,1,positive,none,FALSE,,
538062780075483136,en,,1,negative,none,FALSE,,
384043241659588608,en,,0,positive,sexism,FALSE,,
546361927513829376,en,,0,neutral,sexism,FALSE,,
414468905755635712,en,,0,neutral,sexism,FALSE,,
576660738191716352,en,,1,neutral,none,TRUE,,
569704810318061568,en,,0,neutral,sexism,FALSE,,
568880124860325824,en,,1,neutral,none,TRUE,,
568552487956795392,en,,1,neutral,none,TRUE,,
566984662825041920,en,,0,neutral,sexism,FALSE,,
573887217321525248,en,,1,neutral,none,TRUE,,
575597174836232192,en,,1,positive,none,FALSE,,
477569721517092864,en,,0,neutral,sexism,FALSE,,
569556470158594048,en,,0,neutral,sexism,FALSE,,
575953194737655808,en,,1,negative,none,FALSE,,
575599943857000448,en,,1,neutral,none,FALSE,,
563553619283156992,en,,1,neutral,none,TRUE,,
575955344586739712,en,,1,neutral,none,FALSE,,
569996634832003136,es,,1,neutral,none,TRUE,,
572332902421164032,en,,0,negative,sexism,FALSE,,
507036744790048768,en,,1,positive,none,FALSE,,
563571795820027904,en,,0,neutral,sexism,FALSE,,
572971994498514880,en,,1,neutral,none,TRUE,,
571734647949819904,en,,1,neutral,none,TRUE,,
575596519522332736,en,,0,neutral,sexism,FALSE,,
568809491317153792,en,,1,neutral,none,TRUE,,
560082897647173632,en,,0,neutral,sexism,FALSE,,
563596192647749632,en,,0,neutral,sexism,FALSE,,
575596249346408448,en,,0,negative,sexism,FALSE,,
500116932168024064,en,,1,negative,none,FALSE,,
575973012865863680,en,,0,neutral,sexism,FALSE,,
390256100517220416,en,,0,negative,sexism,FALSE,,
383730558863290368,en,,0,negative,sexism,FALSE,,
562467072073289664,en,,0,negative,sexism,FALSE,,
569402113551409216,en,,0,neutral,sexism,FALSE,,
568595886323810304,en,,0,negative,sexism,FALSE,,
576412723568721920,en,,1,neutral,none,TRUE,,
572355827975114816,en,,1,negative,none,FALSE,,
569357473813032960,en,,0,neutral,sexism,FALSE,,
400656794147508160,en,,0,neutral,sexism,FALSE,,
554068214947135424,en,,0,neutral,sexism,FALSE,,
575958007151906816,en,,0,neutral,sexism,FALSE,,
575947751470452736,en,,1,neutral,none,FALSE,,
572362946531106816,en,,0,neutral,sexism,FALSE,,
542074221963542464,en,,1,negative,none,FALSE,,
575970519331155968,en,,0,negative,sexism,FALSE,,
564573415231991808,en,,0,negative,sexism,FALSE,,
459788424866574336,en,,0,negative,sexism,FALSE,,
459788361041846336,en,,0,neutral,sexism,FALSE,,
557043672340897792,en,,0,negative,sexism,FALSE,,
575595479876038656,en,,0,neutral,sexism,FALSE,,
554336288833150976,en,,0,neutral,sexism,FALSE,,
571717432022200320,en,,1,neutral,none,TRUE,,
575595563694972864,en,,0,neutral,sexism,FALSE,,
490713457692397568,en,,1,neutral,none,FALSE,,
566814794993659904,en,,0,neutral,sexism,FALSE,,
565344549426700224,en,,1,neutral,none,TRUE,,
575596416304701440,en,,1,neutral,none,FALSE,,
566663080638414848,en,,1,positive,none,TRUE,,
427959016044507136,en,,0,neutral,sexism,FALSE,,
535999861771206656,en,,0,negative,sexism,FALSE,,
568267536569114560,en,,1,neutral,none,TRUE,,
565030400217452480,en,,1,negative,none,TRUE,,
576539323035586560,en,,1,neutral,none,TRUE,,
575958696179552256,de,,1,neutral,none,FALSE,,
575596616154918912,en,,1,neutral,none,FALSE,,
546063730388123648,en,,0,neutral,sexism,FALSE,,
562349627215986624,en,,0,neutral,sexism,FALSE,,
567833744360349696,en,,1,positive,none,TRUE,,
574358572236160960,und,,1,neutral,none,TRUE,,
564286601203687360,en,,1,neutral,none,TRUE,,
569536244641865664,en,,0,neutral,sexism,FALSE,,
563022891638587392,en,,0,neutral,sexism,FALSE,,
439145770638671936,en,,0,neutral,sexism,FALSE,,
564639863526674432,en,,0,positive,sexism,FALSE,,
522387578537127936,en,,0,neutral,sexism,FALSE,,
575612156470689792,en,,1,neutral,none,FALSE,,
572334482696511424,en,,1,negative,none,FALSE,,
398112830445993984,en,,0,neutral,sexism,FALSE,,
570620699166912512,en,,1,neutral,none,TRUE,,
575980498004000768,en,,1,neutral,none,FALSE,,
571004874147684416,en,,0,negative,sexism,FALSE,,
572328124165197760,en,,0,neutral,sexism,FALSE,,
563881133474349056,en,,0,neutral,sexism,FALSE,,
572327139577503680,en,,1,positive,none,FALSE,,
570667827604156416,en,,1,neutral,none,TRUE,,
566674674919022592,en,,1,neutral,none,TRUE,,
575598795234410496,en,,0,neutral,sexism,FALSE,,
551151594645880832,en,,1,neutral,none,FALSE,,
565285577256620032,en,,0,neutral,sexism,FALSE,,
527216923441111040,en,,0,positive,sexism,FALSE,,
574412002501619712,en,,1,neutral,none,TRUE,,
548555798788325376,en,,0,negative,sexism,FALSE,,
425483429921050560,en,,0,neutral,sexism,FALSE,,
407173779068952576,en,,0,neutral,sexism,FALSE,,
489938636956135360,en,,0,neutral,racism,FALSE,,
431610728668086336,en,,1,neutral,none,FALSE,,
539627994289950720,en,,1,negative,none,FALSE,,
524697112576278464,en,,0,neutral,sexism,FALSE,,
572672657453260800,en,,1,neutral,none,TRUE,,
430474658324819968,en,,0,positive,sexism,FALSE,,
562765989696528384,en,,1,neutral,none,TRUE,,
573224848819814400,en,,1,neutral,none,TRUE,,
415245256494313536,en,,0,negative,sexism,FALSE,,
569402290542653440,en,,0,neutral,sexism,FALSE,,
570996437409865664,en,,1,neutral,none,TRUE,,
572332373519417280,en,,0,neutral,sexism,FALSE,,
575954211189325760,en,,0,-3,sexism,FALSE,,
575596490602627136,en,,1,neutral,none,FALSE,,
569011929122893760,en,,1,neutral,none,TRUE,,
517430515616731136,en,,0,neutral,sexism,FALSE,,
390255415465750464,en,,0,neutral,sexism,FALSE,,
573577913141829632,en,,1,neutral,none,TRUE,,
574717605845532736,en,,1,negative,none,TRUE,,
576470648094121984,en,,1,positive,none,TRUE,,
563905844686102464,en,,0,neutral,sexism,FALSE,,
569616168429822016,en,,1,neutral,none,TRUE,,
575960195605536768,en,,1,strongly negative,none,FALSE,,
549673730071220160,en,,0,negative,sexism,FALSE,,
535199742217969664,en,,1,negative,none,FALSE,,
576483584149688320,en,,1,neutral,none,FALSE,,
437292039915331584,en,,0,neutral,sexism,FALSE,,
560509487115943936,en,,0,neutral,sexism,FALSE,,
509562789204332480,en,,1,neutral,none,FALSE,,
572334487884865536,en,,0,negative,sexism,FALSE,,
563320973277945856,und,,1,neutral,none,TRUE,,
575957666645745664,en,,1,neutral,none,FALSE,,
563808736980901824,en,,1,negative,none,TRUE,,
565583416884994048,und,,1,neutral,none,TRUE,,
565091498790617024,en,,1,neutral,none,TRUE,,
572349634388996096,en,,0,negative,sexism,FALSE,,
563318364219531264,en,,1,negative,none,TRUE,,
563590764777992192,en,,0,neutral,sexism,FALSE,,
572332252123680768,en,,1,neutral,none,FALSE,,
563092979305701376,en,,1,neutral,none,TRUE,,
563857142906494976,en,,1,positive,none,TRUE,,
566851614065971200,en,,1,negative,none,TRUE,,
575626250607157248,en,,1,neutral,none,FALSE,,
575955593434832896,en,,1,negative,none,FALSE,,
575596599516119040,en,,0,neutral,sexism,FALSE,,
480493818555273216,en,,1,negative,none,FALSE,,
576470520247488512,und,,1,neutral,none,TRUE,,
523224825779998720,en,,1,neutral,none,FALSE,,
576096981036052480,en,,1,neutral,none,TRUE,,
571423471223222336,en,,1,neutral,none,TRUE,,
575805041665245184,en,,0,neutral,sexism,FALSE,,
575951440855736320,en,,1,neutral,none,FALSE,,
572327805049962496,en,,1,neutral,none,FALSE,,
468176504543641600,en,,0,neutral,sexism,FALSE,,
435793041488506880,und,,1,neutral,none,FALSE,,
382350557957984256,en,,0,positive,sexism,FALSE,,
569959682275540992,en,,1,neutral,none,TRUE,,
571746299797618624,en,,1,neutral,none,TRUE,,
575952143456210880,en,,0,negative,sexism,FALSE,,
414241969846898624,en,,0,neutral,sexism,FALSE,,
571429918602452992,en,,1,neutral,none,TRUE,,
575597239998926848,en,,0,neutral,sexism,FALSE,,
575709025536380864,und,,1,neutral,none,TRUE,,
564125632364150784,en,,0,negative,sexism,FALSE,,
576550358685618176,en,,1,negative,none,TRUE,,
573769828093198336,en,,1,neutral,none,TRUE,,
468176807187853312,en,,0,neutral,sexism,FALSE,,
5.6284E+17,en,,0,neutral,sexism,FALSE,,
576503515004026880,en,,1,neutral,none,TRUE,,
573556915826860032,en,,1,positive,none,TRUE,,
570838020816900096,en,,1,neutral,none,TRUE,,
572883732106895360,en,,1,neutral,none,TRUE,,
575601587051085760,en,,1,neutral,none,FALSE,,
507035398791778304,en,,1,neutral,none,FALSE,,
572333585698566080,en,,0,neutral,sexism,FALSE,,
563571480928481280,en,,0,neutral,sexism,FALSE,,
575651055020593216,en,,1,neutral,none,FALSE,,
565717648018014208,en,,0,neutral,sexism,FALSE,,
571136525934551040,en,,1,strongly positive,none,TRUE,,
570225418499968960,en,,0,neutral,sexism,FALSE,,
572327204064923648,en,,0,negative,sexism,FALSE,,
576032433067405312,en,,0,neutral,sexism,FALSE,,
444295781067915264,en,,0,positive,sexism,FALSE,,
407992874416865280,en,,0,neutral,sexism,FALSE,,
563050567757750336,en,,0,neutral,sexism,FALSE,,
563764225219104768,und,,1,neutral,none,TRUE,,
575957686715469760,en,,1,positive,none,FALSE,,
415244982597861376,en,,0,neutral,sexism,FALSE,,
542438491951333376,en,,1,neutral,none,FALSE,,
575612422117048320,en,,0,strongly negative,sexism,FALSE,,
572361378897399808,en,,0,neutral,sexism,FALSE,,
398239790232899584,en,,0,neutral,sexism,FALSE,,
483719544628707264,en,,0,neutral,sexism,FALSE,,
546017682915487680,en,,0,neutral,sexism,FALSE,,
502315096052596736,en,,0,neutral,racism,FALSE,,
572335955991908416,en,,1,positive,none,FALSE,,
448957689784045568,en,,0,negative,sexism,FALSE,,
566662339303571456,en,,0,neutral,sexism,FALSE,,
443034051641745408,en,,0,strongly negative,sexism,FALSE,,
563306925216268224,en,,0,neutral,sexism,FALSE,,
572327680542167040,en,,0,neutral,sexism,FALSE,,
462635274791444480,en,,0,neutral,sexism,FALSE,,
572330231702274048,en,,1,negative,none,TRUE,,
572359832163897280,en,,1,neutral,none,FALSE,,
572329555605762048,en,,1,neutral,none,FALSE,,
564701338982821824,en,,1,positive,none,TRUE,,
574598483065311232,en,,0,neutral,sexism,FALSE,,
575993053468438464,en,,0,negative,sexism,FALSE,,
576158453418233856,en,,1,positive,none,TRUE,,
558022769095344064,en,,1,neutral,none,FALSE,,
566667591461384192,en,,1,neutral,none,TRUE,,
572337552134316032,en,,1,neutral,none,FALSE,,
565980275654803456,en,,1,neutral,none,TRUE,,
569722190456713216,en,,1,positive,none,TRUE,,
416656781272551360,en,,0,positive,sexism,FALSE,,
421038832444657664,en,,0,negative,sexism,FALSE,,
570846212737249280,und,,1,neutral,none,TRUE,,
576152646593073216,en,,1,neutral,none,TRUE,,
410575630002946048,en,,0,neutral,sexism,FALSE,,
575638821489893376,en,,1,neutral,none,FALSE,,
563435543552602112,en,,1,neutral,none,FALSE,,
417767982522040320,und,,1,neutral,none,FALSE,,
572342944256032768,en,,0,negative,sexism,FALSE,,
573211375540969536,en,,1,neutral,none,TRUE,,
558647896430882816,en,,0,neutral,sexism,FALSE,,
563232127622201280,en,,1,neutral,none,TRUE,,
564099641604862016,en,,0,negative,sexism,FALSE,,
573208596424491008,en,,1,positive,none,TRUE,,
571177138105098240,en,,1,neutral,none,TRUE,,
575953060133871616,en,,1,neutral,none,FALSE,,
575596606713548800,en,,0,neutral,sexism,FALSE,,
569219530464997376,en,,1,positive,none,TRUE,,
562860793767944192,en,,0,neutral,sexism,FALSE,,
575954958127747136,en,,1,neutral,none,FALSE,,
575597390469664768,en,,1,neutral,none,FALSE,,
575597125070798848,en,,1,positive,none,FALSE,,
575949726874361856,en,,1,neutral,none,FALSE,,
571105104310325248,en,,1,neutral,none,TRUE,,
559094441395617792,en,,0,strongly negative,sexism,FALSE,,
572327916861702080,en,,0,neutral,sexism,FALSE,,
573266250245144576,en,,1,neutral,none,TRUE,,
542807548793851904,en,,0,positive,sexism,FALSE,,
575598119720652800,en,,1,positive,none,FALSE,,
430137604361576448,en,,0,negative,sexism,FALSE,,
572327127464345600,en,,0,neutral,sexism,FALSE,,
576613756530266112,en,,1,neutral,none,TRUE,,
565504073282363392,en,,0,negative,sexism,FALSE,,
575596640339365824,en,,1,neutral,none,FALSE,,
537647931432521664,en,,0,negative,sexism,FALSE,,
574589943982379008,en,,0,neutral,racism,FALSE,,
571004589849251840,en,,1,neutral,none,TRUE,,
446999265319976960,und,,1,neutral,none,FALSE,,
390255627974365184,en,,0,negative,sexism,FALSE,,
563558130626605056,en,,0,neutral,sexism,FALSE,,
572332269492281280,en,,1,neutral,none,FALSE,,
571138483789520896,en,,1,neutral,none,TRUE,,
539663159666421760,en,,1,positive,none,FALSE,,
575597092636229632,en,,0,neutral,sexism,FALSE,,
576005644718882816,en,,0,neutral,sexism,FALSE,,
576607445692256256,en,,1,neutral,none,TRUE,,
571305463788257280,en,,0,negative,sexism,FALSE,,
421039079182974976,en,,0,neutral,sexism,FALSE,,
575596925791002560,en,,0,neutral,sexism,FALSE,,
574898484479815680,en,,0,neutral,sexism,FALSE,,
502827412250714112,en,,0,neutral,sexism,FALSE,,
472386811398848512,en,,0,neutral,sexism,FALSE,,
566254793048735680,und,,0,neutral,sexism,FALSE,,
541713410313162816,en,,0,neutral,sexism,FALSE,,
575952268014460864,en,,1,negative,none,FALSE,,
410579635944955904,en,,1,positive,none,FALSE,,
566476411913773056,en,,1,neutral,none,TRUE,,
575599535055060992,en,,1,positive,none,FALSE,,
568554621523894336,en,,0,negative,sexism,FALSE,,
5.72326E+17,en,,1,neutral,none,FALSE,,
572327144392540160,en,,1,neutral,none,FALSE,,
575956742179135424,en,,1,positive,none,FALSE,,
565262140404408320,en,,0,positive,sexism,FALSE,,
575957238386335680,en,,1,neutral,none,FALSE,,
401077229821521920,en,,0,neutral,sexism,FALSE,,
554649431887192064,en,,1,neutral,none,FALSE,,
572326765990846464,en,,1,neutral,none,FALSE,,
568323578313048064,en,,1,neutral,none,TRUE,,
572332878467489792,en,,1,neutral,none,FALSE,,
570707591807913984,en,,0,neutral,sexism,FALSE,,
511928373028077568,en,,1,neutral,none,FALSE,,
572357483047460864,en,,0,neutral,sexism,FALSE,,
563578907484381184,en,,0,neutral,sexism,FALSE,,
575597740207443968,lv,,1,neutral,none,FALSE,,
482357624956915712,und,,1,neutral,none,FALSE,,
509905995389087680,en,,1,positive,none,FALSE,,
493533483508056064,en,,0,neutral,sexism,FALSE,,
576543432568508416,en,,1,positive,none,TRUE,,
546017749994979264,en,,0,neutral,sexism,FALSE,,
509204534682730496,en,,0,neutral,sexism,FALSE,,
575955091708051456,en,,1,neutral,none,FALSE,,
570666574006358016,en,,0,neutral,sexism,FALSE,,
563306241473413120,en,,0,neutral,sexism,FALSE,,
564304123844366336,en,,0,neutral,sexism,FALSE,,
576556431366701056,en,,1,positive,none,TRUE,,
574311189863235584,en,,1,neutral,none,TRUE,,
572334746660823040,en,,1,neutral,none,FALSE,,
400656887915360256,en,,0,positive,sexism,FALSE,,
575953824415887360,en,,1,neutral,none,FALSE,,
572327490930135040,en,,1,neutral,none,FALSE,,
462634724519723008,en,,0,positive,sexism,FALSE,,
572348377318346816,en,,1,neutral,none,FALSE,,
575721343586451456,en,,1,neutral,none,TRUE,,
573226543448633280,en,,1,positive,none,TRUE,,
540529698208362496,en,,0,negative,sexism,FALSE,,
572328381976453120,en,,0,neutral,sexism,FALSE,,
563568235023720448,en,,0,neutral,sexism,FALSE,,
575955857189384192,en,,1,negative,none,FALSE,,
563893921701306368,en,,1,neutral,none,TRUE,,
383698416171118592,en,,0,neutral,sexism,FALSE,,
572327774297313280,en,,1,neutral,none,FALSE,,
563773630283145216,en,,0,neutral,sexism,FALSE,,
573027489590607936,en,,1,neutral,none,TRUE,,
564672115966627840,en,,1,neutral,none,TRUE,,
569906877875798016,en,,0,neutral,sexism,FALSE,,
564581800304209920,en,,0,neutral,sexism,FALSE,,
575948102382702592,und,,1,neutral,none,FALSE,,
575599097333223360,en,,1,positive,none,FALSE,,
421420517552168960,en,,0,neutral,sexism,FALSE,,
575959816239124480,en,,0,neutral,sexism,FALSE,,
569972827824238592,en,,0,neutral,sexism,FALSE,,
575953916581412864,en,,1,neutral,none,FALSE,,
575608014612271104,en,,1,neutral,none,FALSE,,
568272058074804160,en,,1,neutral,none,TRUE,,
564266308162682880,en,,1,neutral,none,FALSE,,
564077514147254336,en,,0,neutral,sexism,FALSE,,
527604410353209280,en,,1,neutral,none,FALSE,,
575952826721001536,en,,1,neutral,none,FALSE,,
451159862471176192,en,,0,neutral,sexism,FALSE,,
500116460652756992,en,,0,positive,sexism,FALSE,,
507036008547094464,en,,0,neutral,sexism,FALSE,,
570417661672206336,en,,1,positive,none,TRUE,,
572335171862593536,en,,0,neutral,sexism,FALSE,,
384439219432603648,en,,0,neutral,sexism,FALSE,,
574472193268060160,en,,1,neutral,none,TRUE,,
571169798391861248,en,,1,neutral,none,TRUE,,
575626084294623232,en,,0,neutral,sexism,FALSE,,
575956355741265920,en,,1,neutral,none,FALSE,,
396715996280397760,en,,0,neutral,sexism,FALSE,,
569584925864648704,en,,0,neutral,sexism,FALSE,,
562835643404144640,en,,0,negative,sexism,FALSE,,
568806715098951680,en,,1,neutral,none,TRUE,,
572341677949501440,en,,1,positive,none,FALSE,,
571772971485802496,en,,1,neutral,none,TRUE,,
576182347181088768,en,,1,neutral,none,TRUE,,
576608548982898688,en,,1,positive,none,TRUE,,
564152650803867648,en,,0,neutral,sexism,FALSE,,
419587431990439936,en,,0,neutral,sexism,FALSE,,
575948721067847680,en,,0,positive,sexism,FALSE,,
567838013754994624,en,,1,neutral,none,TRUE,,
563838531265896448,en,,0,positive,sexism,FALSE,,
562426400633016320,en,,1,neutral,none,FALSE,,
575595564764549120,en,,0,negative,sexism,FALSE,,
573320412735541248,en,,1,neutral,none,TRUE,,
472386737692372992,en,,0,neutral,sexism,FALSE,,
565558732109529024,en,,1,negative,none,TRUE,,
430114215437672448,en,,0,neutral,sexism,FALSE,,
569282997976899584,en,,0,neutral,sexism,FALSE,,
521052110897831936,en,,1,neutral,none,FALSE,,
564575292786626560,en,,1,negative,none,TRUE,,
537443600653508608,en,,1,neutral,none,FALSE,,
575961558376845312,en,,0,negative,sexism,FALSE,,
575955076767830016,en,,1,neutral,none,FALSE,,
574385973821231104,en,,1,positive,none,TRUE,,
564500827016937536,en,,0,neutral,sexism,FALSE,,
